,dzr_sng_id,MSD_sng_id,MSD_track_id,valence,arousal,artist_name,track_name
0,2509072,SOONWRV12A8C138371,TRAUFCU128F42882B7,1.11010450125,-0.31471974969,Jack Johnson and Friends / Matt Costa,Fall Line
1,61064523,SOVLGTO12A8C1348EE,TRGSBHX128F427327F,-1.70057201199,1.84244440679,System of a Down,Prison Song
2,2181967,SOMEQOG12AB0183DEF,TRLLOEU12903CA775E,1.01186726389,0.61636392469,Bunny Wailer,This Train
3,784836,SOSTWHQ12A6D4FA381,TROPKDQ128F148B89A,0.37332522108000005,-0.9231506656209999,All Saints,Pure Shores (Cosmos Remix)
4,77786769,SOGZJZU12AF72A0D45,TROASXG128F932E1CE,0.678952181743,-2.33360415255,Cassandra Wilson,I Can't Stand the Rain
5,6249488,SOJTJCJ12A8C13E099,TRUDFRM128F931EBBB,1.5412568207600001,1.70416465317,Mustard Plug,Not Enough
6,92811230,SOWECTD12A8C1442EA,TRGDYIY128F92D16BD,1.5467144450499999,2.11900391403,Urban Cookie Collective,Feels Like Heaven
7,923706,SODXXAR12AF72AC226,TRTETOF128F4243627,-1.70057201199,1.84244440679,The Rocket Summer,Taken Aback
8,6104530,SOEDRCQ12A6D4F8224,TRJWZRG128F14B0A82,1.01186726389,0.61636392469,Newsboys,Miracle Child
9,6807647,SOGVERF12A8C13C5D4,TRWYDTF12903CF1CED,-1.13661750125,1.0926608538299998,Strapping Young Lad,Rape Song
10,73920068,SOHQRYN12A6D4F9E96,TRMOQBU128F1497D9F,-1.9352498567900003,-0.655809808621,Jens Lekman,The Cold Swedish Winter
11,1172401,SOKWLFD12A6702109D,TRQLDEJ128E078A1DB,-1.9352498567900003,-0.655809808621,Texas,Black Eyed Boy
12,4160817,SOMQTIO12AB01878F5,TRIXVNK128F934389A,-0.272038852106,0.196915338707,Rufus Wainwright,Sanssouci
13,796598,SOMBCFE12A6701E40C,TRQTXNR128E078C206,1.5412568207600001,1.70416465317,Andreas Johnson,Glorious
14,2541778,SOECNNQ12A8C13E41B,TRDUOON128F42B77BF,1.5412568207600001,1.70416465317,Razorlight,Somewhere Else
15,3729755,SOZYRBU12AB0181196,TRAIPST128F9302AE9,-0.89466282405,-0.142638278514,Eminem,Beautiful
16,863444,SOJDJXG12AAF3B2BFA,TRBVNZO12903CE46E0,1.5412568207600001,1.70416465317,The Hooters,Karla With A K
17,3132890,SODGKST12A6310D889,TRSRJYU128E0781D93,-1.9352498567900003,-0.655809808621,The Auteurs,The Upper Classes
18,4640036,SOJETCP12AB01812F4,TRCLCNO128F9333C7A,0.766274170504,-2.11235654676,Biffy Clyro,Whorses
19,3112598,SOTJDLU12A6D4F9C84,TRNAIFC128F1488555,-0.472606545041,-0.5544046559660001,Amos Lee,Skipping Stone
20,3093092,SONFESU12A6D4FB0A3,TRNIPEZ128F14ADCA4,-0.308877816114,-0.10269079413799999,mewithoutYou,The Soviet
21,70122551,SOWRAKN12AF72A1B86,TRKVLEM128F4261D69,0.815392789182,0.662457175897,The Outfield,Talk To Me
22,7276545,SODMWHP12A67AE0D65,TRDBVBH128EF340A4C,1.5412568207600001,1.70416465317,Macy Gray,One For Me
23,4007898,SOXPOTL12A58A7AAA8,TRGJEYQ128F933781F,-0.918767331366,-0.28936846152600004,Justin Hayward,Forever Autumn
